name,type,height,classify,gender,weight,ability,description,evolution,img
 에브이,에스퍼,0.9,태양,b,26.5,싱크로,상대의 움직임을 예지할 때 두 갈래로 갈라져 있는 꼬리의 끝이 미세하게 떨린다.,133;이브이;134;샤미드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/019601.png
 블래키,악,1,달빛,b,27,싱크로,달의 파동을 몸에 쬐면 고리 모양이 희미하게 빛나며 이상한 힘에 눈을 뜬다.,133;이브이;134;샤미드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/019701.png
 니로우,악;비행,0.5,어둠,b,2.1,불면;대운,밤에 모습을 보게 되면 불길한 일이 생긴다고 여겨져 몹시 미움받는 포켓몬이다.,198;니로우;430;돈크로우,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/019801.png
 야도킹,물;에스퍼,2,임금,b,79.5,둔감;마이페이스,물렸을 때 머리에 깊게 스며든 독소에 의해 심상치 않은 능력에 눈을 뜬 야돈이다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/019901.png
 무우마,고스트,0.7,야명,b,1,부유,한밤중에 사람을 놀라게 하고 무서워하는 마음을 모아 자신의 에너지로 만드는 포켓몬이다.,200;무우마;429;무우마직,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020001.png
 안농,에스퍼,0.5,심볼,u,5,부유,고대 문명의 문자와 닮았다. 문자가 먼저인지 안농이 먼저인지 세계 7대 불가사의 중 하나다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020101.png
 마자용,에스퍼,1.3,참기,b,28.5,그림자밟기,까만 꼬리를 필사적으로 숨기는 것은 꼬리에 비밀이 있다는 증거라고 의심받고 있다.,360;마자;202;마자용,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020201.png
 키링키,노말;에스퍼,1.5,긴목,b,41.5,정신력;일찍기상,꼬리의 뇌는 매우 작지만 강력한 에스퍼 파워를 발휘하는 중요한 장기다.,203;키링키;981;키키링,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020301.png
 피콘,벌레,0.6,도롱이벌레,b,7.2,옹골참,나무껍질을 짜 맞춰서 껍질을 두껍게 하는 것을 좋아한다. 무거워져도 신경 쓰지 않는다.,204;피콘;205;쏘콘,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020401.png
 쏘콘,벌레;강철,1.2,도롱이벌레,b,125.8,옹골참,굵은 나무줄기에 달라붙어 있다. 무언가의 기척을 느낄 때마다 껍질 파편을 날려 댄다.,204;피콘;205;쏘콘,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020501.png
 노고치,노말,1.5,땅뱀,b,14,하늘의은총;도주,어두운 장소에 미로를 만든다. 누군가에게 발견되면 꼬리로 땅을 파서 도망가려 한다.,206;노고치;982;노고고치,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020601.png
 글라이거,땅;비행,1.1,날전갈,b,64.8,괴력집게;모래숨기,손과 발의 막으로 바람을 타고 하늘에서 덮치는 전법을 쓴다. 먹이의 얼굴을 노린다.,207;글라이거;472;글라이온,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020701.png
 강철톤,강철;땅,9.2,철뱀,b,400,돌머리;옹골참,땅속의 높은 압력과 열로 단련된 몸은 어떠한 금속보다도 단단하다.,95;롱스톤;208;강철톤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020801.png
 메가강철톤,강철;땅,10.5,철뱀,b,740,모래의힘,땅속의 높은 압력과 열로 단련된 몸은 어떠한 금속보다도 단단하다.,95;롱스톤;208;강철톤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020802.png
 블루,페어리,0.6,요정,b,7.8,위협;도주,작은 포켓몬이 도망칠 정도의 무서운 얼굴이 반대로 귀엽다며 여성에게 인기가 있는 포켓몬이다.,209;블루;210;그랑블루,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/020901.png
 그랑블루,페어리,1.4,요정,b,48.7,위협;속보,얼굴에 어울리지 않게 겁이 많다. 그러나 한번 화내기 시작하면 큰 이빨로 반격한다.,209;블루;210;그랑블루,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021001.png
 침바루,물;독,0.5,풍선,b,3.9,독가시;쓱쓱,물을 들이마시기 시작하면 위험하다. 온몸에 난 독침을 흩뿌려서 공격해 오기 때문이다.,211;침바루;211;침바루,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021101.png
 침바루,악;독,0.5,풍선,b,3.9,독가시;쓱쓱,침으로 독을 흩뿌리며 귀찮게 하기 때문에 어부들이 몹시 싫어하는 존재다. 다른 지방에서는 다른 모습으로 서식한다.,211;침바루;904;장침바루,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021102.png
 핫삼,벌레;강철,1.8,집게,b,118,벌레의알림;테크니션,강철이 함유된 집게로 잡은 것은 아무리 딱딱해도 산산조각이 난다.,123;스라크;212;핫삼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021201.png
 메가핫삼,벌레;강철,2,집게,b,125,테크니션,과다한 에너지를 받아 항상 오버플로우 상태이다. 장시간은 싸울 수 없다.,123;스라크;212;핫삼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021202.png
 단단지,벌레;바위,0.6,발효,b,20.5,옹골참;먹보,등껍질 속에 나무열매를 모은다. 모은 나무열매는 체액과 섞여서 맛있는 주스가 된다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021301.png
 헤라크로스,벌레;격투,1.5,외뿔,b,54,벌레의알림;근성,달콤한 꿀을 아주 좋아해서 혼자 독차지하기 위해 자랑스런 뿔을 써서 상대를 내동댕이친다.,214;헤라크로스;214;메가헤라크로스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021401.png
 메가헤라크로스,벌레;격투,1.7,외뿔,b,62.5,스킬링크,자랑스러운 뿔을 상대의 배 밑에 틀어박고 단번에 들어 올려 집어 던지는 천하장사다.,214;헤라크로스;214;메가헤라크로스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021402.png
 포푸니,악;얼음,0.9,갈고리손톱,b,28,정신력;날카로운눈,눈에 띄지 않도록 어둠 속에 숨어서 먹이를 습격하는 매우 교활한 포켓몬이다.,215;포푸니;461;포푸니라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021501.png
 포푸니,격투;독,0.9,갈고리손톱,b,27,정신력;날카로운눈,단단한 갈고리손톱은 가파른 절벽을 오르기에 유리하다. 끄트머리에서 나오는 독액은 먹이를 잡을 때 신경에 침투한다.,215;포푸니;903;포푸니크,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021502.png
 깜지곰,노말,0.6,아기곰,b,8.8,픽업;속보,세꿀버리를 몰래 뒤쫓아서 벌집을 찾아내고는 손바닥으로 꿀을 한가득 퍼먹는다.,216;깜지곰;217;링곰;901;다투곰,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021601.png
 링곰,노말,1.8,동면,b,125.8,근성;속보,"다부진 표정을 하고 있지만, 좋아하는 꿀을 핥을 때는 기쁜 나머지 입가가 절로 느슨해진다.",216;깜지곰;217;링곰;901;다투곰,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021701.png
 마그마그,불꽃,0.7,용암,b,35,마그마의무장;불꽃몸,용암으로 된 몸을 가지고 있다. 끊임없이 움직이지 않으면 몸이 식어 굳어져 버린다.,218;마그마그;219;마그카르고,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021801.png
 마그카르고,불꽃;바위,0.8,용암,b,55,마그마의무장;불꽃몸,체온은 약 10000도다. 마그마가 굳어 생긴 껍질의 틈새로부터 불꽃을 뿜어낸다.,218;마그마그;219;마그카르고,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/021901.png
 꾸꾸리,얼음;땅,0.4,산돼지,b,6.5,둔감;눈숨기,마른 풀 아래서 자란 버섯을 매우 좋아한다. 냄새로 버섯을 찾다가 온천을 발견할 때도 있다.,220;꾸꾸리;221;메꾸리;473;맘모꾸리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022001.png
 메꾸리,얼음;땅,1.1,멧돼지,b,55.8,둔감;눈숨기,긴 털로 덮여 있어서 눈이 보이지 않지만 민감한 코를 써서 주위의 상황을 안다.,220;꾸꾸리;221;메꾸리;473;맘모꾸리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022101.png
 코산호,물;바위,0.6,산호,b,5,의욕;자연회복,남쪽의 깨끗한 바다에는 많은 코산호가 있다. 더러워진 바다에서는 살 수 없다.,222;코산호;222;코산호,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022201.png
 코산호,고스트,0.6,산호,b,0.5,깨어진갑옷,먼 옛날에 바다였던 곳에 흔하게 굴러다닌다. 돌멩이로 착각해서 걷어차면 화를 입는다.,222;코산호;864;산호르곤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022202.png
 총어,물,0.6,분사,b,12,의욕;스나이퍼,입에서 물을 발사하여 하늘을 나는 먹이를 맞혀 떨어뜨린다고 해서 이 이름이 붙여졌다.,223;총어;224;대포무노,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022301.png
 대포무노,물,0.9,분사,b,28.5,흡반;스나이퍼,해저의 바위 그늘이나 구멍을 거처로 해서 산다. 빨판으로 먹이에 달라붙어 놓치지 않는다.,223;총어;224;대포무노,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022401.png
 딜리버드,얼음;비행,0.9,배달,b,16,의기양양;의욕,온종일 먹이를 운반한다. 조난당한 사람이 딜리버드의 먹이로 살아났다는 이야기도 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022501.png
 만타인,물;비행,2.1,연,b,220,쓱쓱;저수,파도가 조용할 때는 드넓은 창해를 나는 듯이 헤엄치는 만타인의 무리와 조우한다.,458;타만타;226;만타인,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022601.png
 무장조,강철;비행,1.7,갑옷새,b,50.5,날카로운눈;옹골참,철 같은 단단한 갑옷으로 덮여 있다. 시속 300km의 스피드로 넓은 하늘을 날아다닌다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022701.png
 델빌,악;불꽃,0.6,다크,b,10.8,일찍기상;타오르는불꽃,수많은 울음소리를 가려 써서 동료들과 의사소통을 하며 사냥을 하는 지능을 가지고 있다.,228;델빌;229;헬가,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022801.png
 헬가,악;불꽃,1.4,다크,b,35,일찍기상;타오르는불꽃,입에서 뿜어내는 불꽃에 의해 화상을 입으면 시간이 아무리 지나도 상처 난 자리가 욱신거린다.,228;델빌;229;헬가,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022901.png
 메가헬가,악;불꽃,1.9,다크,b,49.5,선파워,헬가가 으스스하게 멀리서 짖으면 지옥에서 사신이 부르는 소리라고 옛날 사람들은 상상하고 있었다.,228;델빌;229;헬가,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/022902.png
 킹드라,물;드래곤,1.8,드래곤,b,152,쓱쓱;스나이퍼,해저 동굴에 살고 있다. 킹드라가 움직이면 거대한 소용돌이가 생겨난다.,116;쏘드라;117;시드라;230;킹드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023001.png
 코코리,땅,0.5,긴코,b,33.5,픽업,냇가에 굴을 파고 산다. 흙장난을 한 뒤에 몸을 씻지 못하면 안절부절못하기 때문이다.,231;코코리;232;코리갑,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023101.png
 코리갑,땅,1.1,갑옷,b,120,옹골참,튼튼한 피부로 둘러싸여 있기 때문에 차에 부딪혀도 끄떡없다. 그러나 비에는 매우 약하다.,231;코코리;232;코리갑,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023201.png
 폴리곤2,노말,0.6,가상,u,32.5,트레이스;다운로드,행성 개발용 프로그램이 인스톨되어 있다. 우주와 같은 진공 공간에서도 활동할 수 있다.,137;폴리곤;233;폴리곤2;474;폴리곤Z,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023301.png
 노라키,노말,1.4,큰뿔,b,71.2,위협;통찰,옛날에는 가혹한 환경에서 살았기 때문에 오늘날보다도 사이코 파워가 강력했다고 전해진다.,234;노라키;899;신비록,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023401.png
 루브도,노말,1.2,그림장이,b,58,마이페이스;테크니션,꼬리를 붓처럼 써서 영역에 마크를 그린다. 그 종류는 5000개 이상이다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023501.png
 배루키,격투,0.7,싸움,m,21,근성;불굴의마음,툭하면 싸우려 드는 것으로 유명하다. 자신보다 큰 상대에게 도전하므로 상처가 끊이지 않는다.,236;배루키;106;시라소몬,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023601.png
 카포에라,격투,1.4,물구나무,m,48,위협;테크니션,팽이처럼 회전하면서 싸운다. 원심력의 파워로 파괴력은 10배다.,236;배루키;106;시라소몬,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023701.png
 뽀뽀라,얼음;에스퍼,0.4,뽀뽀,f,6,둔감;예지몽,무엇이든 입술로 건드려 보고 확인한다. 좋아하는 것도 싫어하는 것도 입술이 기억하고 있다.,238;뽀뽀라;124;루주라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023801.png
 에레키드,전기,0.6,전류,b,23.5,정전기,양팔을 빙글빙글 휘둘러서 전기를 발생시킨다. 그러나 만들어 낸 전기는 모아 둘 수 없다.,239;에레키드;125;에레브;466;에레키블,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/023901.png
 마그비,불꽃,0.7,불씨,b,21.4,불꽃몸,체온은 약 600도다. 입에서 노란 불꽃을 내고 있으면 건강하다는 증거다.,240;마그비;126;마그마;467;마그마번,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024001.png
 밀탱크,노말,1.2,젖소,f,75.5,두꺼운지방;배짱,밀탱크의 우유를 마시고 자란 아이는 건강하고 강인한 어른이 된다고 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024101.png
 해피너스,노말,1.5,행복,f,46.8,자연회복;하늘의은총,해피너스가 낳은 알을 한 입이라도 먹은 사람은 누구에게나 상냥해진다.,440;핑복;113;럭키;242;해피너스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024201.png
 라이코,전기,1.9,우레,u,178,프레셔,번개와 함께 떨어졌다고 전해진다. 등의 비구름에서 번개를 뿜어낼 수 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024301.png
 앤테이,불꽃,2.1,화산,u,198,프레셔,앤테이가 울부짖으면 세계 어딘가의 화산이 분화한다고 전해진다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024401.png
 스이쿤,물,2,오로라,u,187,프레셔,세계 곳곳을 뛰어다니며 오염된 물을 정화시킨다. 북풍과 함께 떠나간다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024501.png
 애버라스,바위;땅,0.6,바위표면,b,72,근성,땅속 깊은 곳에서 태어나 산을 이룰 정도의 흙을 먹고 나면 몸을 만들기 위해 번데기가 된다.,246;애버라스;247;데기라스;248;마기라스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024601.png
 데기라스,바위;땅,1.2,탄환,b,152,탈피,체내에서 압축한 가스를 기세 좋게 분출시켜 날며 난동을 피우는 번데기.,246;애버라스;247;데기라스;248;마기라스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024701.png
 마기라스,바위;악,2,갑옷,b,202,모래날림,주변 지형을 바꾸는 정도쯤은 쉽게 해낼 정도의 힘을 가지고 있다. 주위를 신경 쓰지 않는 대담한 성격.,246;애버라스;247;데기라스;248;마기라스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024801.png
 메가마기라스,바위;악,2.5,갑옷,b,255,모래날림,한쪽 팔을 움직이는 것만으로도 산을 무너뜨리고 땅을 울리게 하는 엄청난 힘을 감추고 있다.,246;애버라스;247;데기라스;248;마기라스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024802.png
 루기아,에스퍼;비행,5.2,잠수,u,216,프레셔,깊은 해구의 밑바닥에서 잠잔다. 루기아가 날갯짓을 하면 40일 동안 폭풍우가 계속된다고 전해진다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/024901.png
 칠색조,불꽃;비행,3.8,무지개색,u,199,프레셔,무지개색 날개를 가지고 있다. 칠색조를 본 사람은 영원한 행복이 약속된다고 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025001.png
 세레비,에스퍼;풀,0.6,시간이동,u,5,자연회복,시간을 넘어 여기저기를 방황한다. 세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025101.png
 나무지기,풀,0.5,숲도마뱀,b,5,심록,발바닥에는 작은 가시가 많이 달렸기 때문에 벽이나 천장을 걸을 수 있다.,252;나무지기;253;나무돌이;254;나무킹,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025201.png
 나무돌이,풀,0.9,숲도마뱀,b,21.6,심록,밀림에 서식한다. 가지에서 가지로 뛰어 옮겨 가며 이동해서 먹이에 접근한다.,252;나무지기;253;나무돌이;254;나무킹,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025301.png
 나무킹,풀,1.7,밀림,b,52.2,심록,팔에 자란 잎사귀는 큰 나무도 싹둑 베어 넘어뜨릴 정도다. 밀림의 싸움에서는 무적이다.,252;나무지기;253;나무돌이;254;나무킹,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025401.png
 메가나무킹,풀;드래곤,1.9,밀림,b,55.2,피뢰침,팔에 자란 잎사귀는 큰 나무도 싹둑 베어 넘어뜨리는 정도다. 밀림의 싸움에서는 무적이다.,252;나무지기;253;나무돌이;254;나무킹,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025402.png
 아차모,불꽃,0.4,풋내기,b,2.5,맹화,체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.,255;아차모;256;영치코;257;번치코,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025501.png
 영치코,불꽃;격투,0.9,꼬마닭,b,19.5,맹화,1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.,255;아차모;256;영치코;257;번치코,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025601.png
 번치코,불꽃;격투,1.9,맹화,b,52,맹화,손목에서 뿜어낸 불꽃으로 주먹을 둘러싼 펀치는 상대를 까맣게 태워 버린다.,255;아차모;256;영치코;257;번치코,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025701.png
 메가번치코,불꽃;격투,1.9,맹화,b,52,가속,30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.,255;아차모;256;영치코;257;번치코,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025702.png
 물짱이,물,0.4,늪물고기,b,7.6,급류,머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어 올릴 정도로 힘이 세다.,258;물짱이;259;늪짱이;260;대짱이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025801.png
 늪짱이,물;땅,0.7,늪물고기,b,28,급류,발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.,258;물짱이;259;늪짱이;260;대짱이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/025901.png
 대짱이,물;땅,1.5,늪물고기,b,81.9,급류,큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한 번 휘둘러 상대를 때려눕힌다.,258;물짱이;259;늪짱이;260;대짱이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026001.png
 메가대짱이,물;땅,1.9,늪물고기,b,102,쓱쓱,돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.,258;물짱이;259;늪짱이;260;대짱이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026002.png
 포챠나,악,0.5,물어뜯기,b,13.6,도주;속보,집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아 간다.,261;포챠나;262;그라에나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026101.png
 그라에나,악,1,물어뜯기,b,37,위협;속보,무리를 이루어 먹이를 바싹 몰아넣는다. 우수한 트레이너의 명령에는 절대로 거역하지 않는다.,261;포챠나;262;그라에나,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026201.png
 지그제구리,노말,0.4,앙증너구리,b,17.5,픽업;먹보,지그재그로 걸어서 풀숲이나 땅에 묻혀 있는 보물을 찾아내는 것이 특기인 포켓몬이다.,263;지그제구리;264;직구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026301.png
 지그제구리,악;노말,0.4,앙증너구리,b,17.5,픽업;먹보,정신없이 뛰어다닌다. 다른 포켓몬을 발견하면 일부러 부딪혀서 싸움을 건다.,263;지그제구리;264;직구리;862;가로막구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026302.png
 직구리,노말,0.5,돌진,b,32.5,픽업;먹보,시속 100km로 먹이를 덮치지만 직선으로만 달릴 수 있어서 실패할 때도 많다.,263;지그제구리;264;직구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026401.png
 직구리,악;노말,0.5,돌진,b,32.5,픽업;먹보,긴 혀로 먹잇감을 도발한다. 화가 난 상대에게 강렬한 태클을 선사한다.,263;지그제구리;264;직구리;862;가로막구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026402.png
 개무소,벌레,0.3,애벌레,b,3.6,인분,잎사귀를 매우 좋아한다. 찌르꼬에게 습격당했을 때는 엉덩이의 가시로 물리친다.,265;개무소;266;실쿤;267;뷰티플라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026501.png
 실쿤,벌레,0.6,번데기,b,10,탈피,몸에서 나오는 실을 가지에 휘감아서 떨어지지 않게 고정한다. 가만히 꼼짝 않고 진화를 기다린다.,265;개무소;266;실쿤;267;뷰티플라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026601.png
 뷰티플라이,벌레;비행,1,나비,b,28.4,벌레의알림,가늘고 긴 입을 깊이 찔러 상대의 체액을 흡수한다. 공격적인 성격이다.,265;개무소;266;실쿤;267;뷰티플라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026701.png
 카스쿤,벌레,0.7,번데기,b,11.5,탈피,고치 안은 온도가 높다. 그 안에서 전신의 세포가 진화의 에너지를 만들어 낸다.,265;개무소;266;실쿤;267;뷰티플라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026801.png
 독케일,벌레;독,1.2,독나방,b,31.6,인분,야행성 포켓몬이다. 불빛에 이끌려 나온 독케일이 가로수의 잎을 헤적거리며 먹어 댄다.,265;개무소;266;실쿤;267;뷰티플라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/026901.png
 연꽃몬,물;풀,0.5,개구리밥,b,2.6,쓱쓱;젖은접시,수초를 똑 닮은 포켓몬이다. 헤엄을 못 치는 포켓몬을 잎사귀에 태워 건너편 물가까지 운반한다.,270;연꽃몬;271;로토스;272;로파파,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027001.png
 로토스,물;풀,1.2,명랑함,b,32.5,쓱쓱;젖은접시,낚시꾼을 발견하면 물속에서 낚싯줄을 잡아당겨 방해하는 것을 좋아하는 장난꾸러기다.,270;연꽃몬;271;로토스;272;로파파,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027101.png
 로파파,물;풀,1.5,행복하기,b,55,쓱쓱;젖은접시,경쾌한 음악을 들으면 몸속의 힘이 넘쳐흘러 춤추지 않고는 견딜 수 없게 된다.,270;연꽃몬;271;로토스;272;로파파,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027201.png
 도토링,풀,0.5,도토리,b,4,엽록소;일찍기상,가지에 매달려 있으면 나무열매와 똑 닮았다. 쪼아 먹으려 한 포켓몬을 놀래 주며 좋아한다.,273;도토링;274;잎새코;275;다탱구,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027301.png
 잎새코,풀;악,1,꾀부리기,b,28,엽록소;일찍기상,잎새코가 연주하는 풀피리의 음색은 사람을 불안하게 만든다. 숲속에서 살고 있다.,273;도토링;274;잎새코;275;다탱구,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027401.png
 다탱구,풀;악,1.3,부정하기,b,59.6,엽록소;일찍기상,잎사귀 부채를 부치면 풍속 30m의 돌풍이 일어나 민가를 날려 버린다.,273;도토링;274;잎새코;275;다탱구,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027501.png
 테일로,노말;비행,0.3,아기제비,b,2.3,근성,강한 상대에게도 용감히 맞서는 근성의 소유자다. 따뜻한 땅을 찾아서 난다.,276;테일로;277;스왈로,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027601.png
 스왈로,노말;비행,0.7,제비,b,19.8,근성,상공을 선회하면서 먹이를 찾으면 거꾸로 급강하하여 낚아 챈다.,276;테일로;277;스왈로,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027701.png
 갈모매,물;비행,0.6,괭이갈매기,b,9.5,날카로운눈;촉촉바디,상승 기류를 타고 글라이더처럼 넓은 하늘을 돌며 부리로 집은 먹이를 운반한다.,278;갈모매;279;패리퍼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027801.png
 패리퍼,물;비행,1.2,물새,b,28,날카로운눈;잔비,부리에 작은 포켓몬을 넣고 나는 하늘의 배달부. 바다 위에 떠서 날개를 쉬어 주기도 한다.,278;갈모매;279;패리퍼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/027901.png
 랄토스,에스퍼;페어리,0.4,느낌,b,6.6,싱크로;트레이스,사람의 감정을 머리의 빨간 뿔로 민감하게 감지하는 힘을 가졌다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028001.png
 킬리아,에스퍼;페어리,0.8,감정,b,20.2,싱크로;트레이스,사이코 파워를 조작해 주변의 공간을 일그러뜨려 미래를 내다볼 수 있다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028101.png
 가디안,에스퍼;페어리,1.6,포용,b,48.4,싱크로;트레이스,트레이너를 지키기 위해서라면 사이코 파워를 모두 써서 작은 블랙홀을 만들어 낸다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028201.png
 메가가디안,에스퍼;페어리,1.6,포용,b,48.4,페어리스킨,트레이너를 지키기 위해서라면 사이코 파워를 모두 써서 작은 블랙홀을 만들어 낸다.,280;랄토스;281;킬리아;282;가디안,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028202.png
 비구술,벌레;물,0.5,소금쟁이,b,1.7,쓱쓱,보통은 연못에서 살고 있지만 소나기가 온 뒤에는 마을 안의 물웅덩이에 모습을 드러낸다.,283;비구술;284;비나방,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028301.png
 비나방,벌레;비행,0.8,안구,b,3.6,위협,4장의 날개로 떠올라 전후좌우 자유자재로 날아다닐 수 있다.,283;비구술;284;비나방,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028401.png
 버섯꼬,풀,0.4,버섯,b,4.5,포자;포이즌힐,습한 장소를 좋아해서 낮에는 숲의 그늘에서 가만히 있는다. 머리에서 독 가루를 뿌린다.,285;버섯꼬;286;버섯모,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/028501.png
